,actor,applicationid,from_status,substatuses,userid
372,pranjusha.periyambra,49234,INITIATED,"[""FOIR""]",198353
373,pranjusha.periyambra,49240,INITIATED,"[""FOIR""]",47850
374,pranjusha.periyambra,49241,INITIATED,"[""MCA_NOT_FOUND""]",467436
375,lakshmidevi.m,49244,INITIATED,"[""FOIR""]",273314
376,pranjusha.periyambra,49245,INITIATED,"[""FOIR"", ""CIBIL_MIN""]",145284
377,pranjusha.periyambra,49250,INITIATED,"[""MCA_NOT_FOUND""]",466610
378,shreyas.r,49268,CREDIT_PENDING,"[""FOIR""]",467807
379,siddharthan.l,49279,INITIATED,"[""FOIR""]",19445
380,thirunaukkarasu.v,49290,CREDIT_PENDING,"[""FOIR""]",468128
381,siddharthan.l,49292,INITIATED,"[""FOIR""]",468338
382,pranjusha.periyambra,49304,INITIATED,"[""MCA_NOT_FOUND""]",449793
383,lakshmidevi.m,49306,INITIATED,"[""FOIR""]",468488
384,pranjusha.periyambra,49307,INITIATED,"[""FOIR""]",468358
385,pranjusha.periyambra,49323,INITIATED,"[""FOIR""]",468800
386,siddharthan.l,49325,INITIATED,"[""FOIR""]",464600
387,siddharthan.l,49327,INITIATED,"[""FOIR""]",384103
388,siddharthan.l,49328,INITIATED,"[""FOIR""]",461839
389,siddharthan.l,49336,INITIATED,"[""FOIR""]",468864
390,shreyas.r,49343,CREDIT_PENDING,"[""FOIR""]",465872
391,pranjusha.periyambra,49349,INITIATED,"[""FOIR""]",448932
392,pranjusha.periyambra,49352,INITIATED,"[""MCA_NOT_FOUND""]",465427
393,pranjusha.periyambra,49353,INITIATED,"[""FOIR""]",135717
394,aparajita.bariyar,49354,INITIATED,"[""FOIR""]",469193
395,pranjusha.periyambra,49355,INITIATED,"[""FOIR""]",468266
396,namra.ruknuddin,49366,CREDIT_PENDING,"[""FOIR""]",454206
397,siddharthan.l,49367,INITIATED,"[""PROPRIETORSHIP""]",125503
398,siddharthan.l,49372,INITIATED,"[""FOIR""]",457120
399,pranjusha.periyambra,49378,INITIATED,"[""FOIR""]",73246
400,pranjusha.periyambra,49410,INITIATED,"[""FOIR"", ""OVERDUES""]",469703
401,pranjusha.periyambra,49416,INITIATED,"[""MCA_NOT_FOUND""]",409731
402,pranjusha.periyambra,49417,INITIATED,"[""FOIR""]",469830
403,preetham.shetty,49419,INITIATED,"[""PROPRIETORSHIP""]",469405
404,aparajita.bariyar,49437,INITIATED,"[""FOIR""]",450097
405,aparajita.bariyar,49446,INITIATED,"[""FOIR""]",459722
406,avijit.mohanty,49466,CREDIT_PENDING,"[""FOIR""]",470279
407,sumalatha.thadimari,49478,INITIATED,"[""FOIR""]",449744
408,lakshmidevi.m,49479,INITIATED,"[""FOIR"", ""CHEQUE_BOUNCES""]",467538
409,lakshmidevi.m,49480,INITIATED,"[""FOIR""]",234357
410,lakshmidevi.m,49494,INITIATED,"[""FOIR""]",399594
411,lakshmidevi.m,49495,INITIATED,"[""LLP_AND_PARTNERSHIP""]",355034
412,lakshmidevi.m,49503,INITIATED,"[""FOIR""]",102216
413,lakshmidevi.m,49506,INITIATED,"[""FOIR""]",98329
414,lakshmidevi.m,49507,INITIATED,"[""FOIR""]",470924
415,lakshmidevi.m,49511,INITIATED,"[""MCA_NOT_FOUND""]",458231
416,shreyas.r,49520,CREDIT_PENDING,"[""FOIR""]",471363
417,siddharthan.l,49523,INITIATED,"[""FOIR""]",71361
418,sumalatha.thadimari,49536,CREDIT_PENDING,"[""FOIR""]",471643
419,lakshmidevi.m,49538,INITIATED,"[""FOIR""]",423709
420,prashanth.eswaramoorti,49539,INITIATED,"[""FOIR""]",471602
421,lakshmidevi.m,49540,INITIATED,"[""FOIR""]",452572
422,sumalatha.thadimari,49544,INITIATED,"[""FOIR""]",471494
423,sumalatha.thadimari,49546,INITIATED,"[""MCA_NOT_FOUND""]",470120
424,sumalatha.thadimari,49548,INITIATED,"[""FOIR""]",471319
425,shreyas.r,49576,CREDIT_PENDING,"[""FOIR""]",455257
426,sumalatha.thadimari,49585,INITIATED,"[""FOIR""]",450238
427,sumalatha.thadimari,49586,INITIATED,"[""FOIR"", ""OVERDUES""]",96722
428,sumalatha.thadimari,49587,INITIATED,"[""FOIR""]",99851
429,sumalatha.thadimari,49598,INITIATED,"[""FOIR""]",83429
430,sumalatha.thadimari,49602,INITIATED,"[""MCA_NOT_FOUND""]",443199
431,siddharthan.l,49603,INITIATED,"[""MCA_NOT_FOUND""]",447900
432,prashanth.eswaramoorti,49612,INITIATED,"[""FOIR""]",472708
433,siddharthan.l,49617,INITIATED,"[""FOIR""]",471970
434,vineeth.s,49618,INITIATED,"[""MCA_NOT_FOUND""]",78163
435,siddharthan.l,49626,INITIATED,"[""FOIR""]",108914
436,siddharthan.l,49632,INITIATED,"[""FOIR""]",462972
437,siddharthan.l,49642,INITIATED,"[""FOIR""]",473041
438,prashanth.eswaramoorti,49653,INITIATED,"[""FOIR""]",472925
439,sumalatha.thadimari,49660,INITIATED,"[""FOIR"", ""OVERDUES""]",42409
440,prashanth.eswaramoorti,49672,INITIATED,"[""FOIR""]",435854
441,prashanth.eswaramoorti,49673,INITIATED,"[""PROPRIETORSHIP""]",24702
442,preetham.shetty,49677,INITIATED,"[""FOIR""]",93218
443,lakshmidevi.m,49687,INITIATED,"[""FOIR""]",38803
444,prashanth.eswaramoorti,49688,INITIATED,"[""FOIR""]",42716
445,thirunaukkarasu.v,49694,CREDIT_PENDING,"[""FOIR""]",387879
446,prashanth.eswaramoorti,49695,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",73838
447,lakshmidevi.m,49703,INITIATED,"[""FOIR"", ""OVERDUES""]",473335
448,vineeth.s,49708,INITIATED,"[""MCA_NOT_FOUND""]",443998
449,lakshmidevi.m,49709,INITIATED,"[""PROPRIETORSHIP""]",467566
450,prashanth.eswaramoorti,49723,INITIATED,"[""FOIR""]",458770
451,sumalatha.thadimari,49727,INITIATED,"[""FOIR""]",417576
452,siddharthan.l,49728,INITIATED,"[""FOIR""]",23244
453,lakshmidevi.m,49731,INITIATED,"[""MCA_NOT_FOUND""]",474138
454,pranjusha.periyambra,49733,INITIATED,"[""FOIR""]",115580
455,siddharthan.l,49735,INITIATED,"[""FOIR""]",467789
456,vineeth.s,49736,INITIATED,"[""FOIR"", ""CIBIL_MIN""]",474651
457,sumalatha.thadimari,49746,INITIATED,"[""FOIR""]",432447
458,sumalatha.thadimari,49753,INITIATED,"[""FOIR""]",474840
459,anurag.prateek,49779,CREDIT_PENDING,"[""PAID_UP_CAPITAL_MIN"", ""MCA_NOT_FOUND"", ""MCA_STRIKE_OFF""]",471266
460,pranjusha.periyambra,49780,INITIATED,"[""MCA_NOT_FOUND""]",128248
461,siddharthan.l,49782,INITIATED,"[""FOIR""]",468612
462,lakshmidevi.m,49783,INITIATED,"[""FOIR""]",474254
463,preetham.shetty,49784,INITIATED,"[""FOIR""]",57816
464,lakshmidevi.m,49792,INITIATED,"[""FOIR""]",126645
465,aparajita.bariyar,49793,INITIATED,"[""FOIR""]",55246
466,sumalatha.thadimari,49795,INITIATED,"[""FOIR""]",395384
467,aparajita.bariyar,49813,INITIATED,"[""FOIR""]",475388
468,shreyas.r,49827,CREDIT_PENDING,"[""FOIR""]",475399
469,aparajita.bariyar,49828,INITIATED,"[""FOIR""]",475476
470,aparajita.bariyar,49830,INITIATED,"[""FOIR""]",467724
471,lakshmidevi.m,49832,INITIATED,"[""FOIR""]",475523
472,pranjusha.periyambra,49836,INITIATED,"[""FOIR""]",79096
473,preetham.shetty,49837,INITIATED,"[""FOIR""]",189604
474,pranjusha.periyambra,49842,INITIATED,"[""FOIR""]",396754
475,pranjusha.periyambra,49845,INITIATED,"[""FOIR""]",463162
476,pranjusha.periyambra,49846,INITIATED,"[""FOIR""]",164059
477,sumalatha.thadimari,49858,INITIATED,"[""PROPRIETORSHIP""]",471920
478,pranjusha.periyambra,49859,INITIATED,"[""MCA_NOT_FOUND""]",245478
479,pranjusha.periyambra,49860,INITIATED,"[""FOIR""]",191538
480,pranjusha.periyambra,49861,INITIATED,"[""MCA_NOT_FOUND""]",105533
481,sumalatha.thadimari,49868,INITIATED,"[""FOIR"", ""MCA_STRIKE_OFF""]",471871
482,sumalatha.thadimari,49869,INITIATED,"[""FOIR"", ""MCA_STRIKE_OFF""]",472755
483,sumalatha.thadimari,49870,INITIATED,"[""FOIR"", ""MCA_STRIKE_OFF""]",475730
484,sumalatha.thadimari,49872,INITIATED,"[""FOIR""]",265757
485,sumalatha.thadimari,49876,INITIATED,"[""FOIR""]",442618
486,lakshmidevi.m,49877,INITIATED,"[""FOIR""]",81386
487,sumalatha.thadimari,49879,INITIATED,"[""FOIR""]",475975
488,sumalatha.thadimari,49881,INITIATED,"[""FOIR""]",473218
489,sumalatha.thadimari,49883,INITIATED,"[""FOIR""]",461480
490,sumalatha.thadimari,49884,INITIATED,"[""FOIR""]",475850
491,sumalatha.thadimari,49885,INITIATED,"[""FOIR""]",284679
492,sumalatha.thadimari,49886,INITIATED,"[""OVERDUES"", ""MCA_NOT_FOUND""]",475937
493,sumalatha.thadimari,49888,INITIATED,"[""FOIR""]",475940
494,siddharthan.l,49891,INITIATED,"[""FOIR""]",475949
495,siddharthan.l,49892,INITIATED,"[""FOIR"", ""CIBIL_MIN""]",389827
496,siddharthan.l,49894,INITIATED,"[""FOIR""]",328255
497,siddharthan.l,49895,INITIATED,"[""FOIR""]",395621
498,siddharthan.l,49902,INITIATED,"[""FOIR""]",473825
499,siddharthan.l,49907,INITIATED,"[""MCA_NOT_FOUND""]",476211
500,siddharthan.l,49908,INITIATED,"[""FOIR""]",473432
501,preetham.shetty,49917,INITIATED,"[""FOIR""]",468751
502,lakshmidevi.m,49919,INITIATED,"[""FOIR""]",456064
503,lakshmidevi.m,49922,INITIATED,"[""FOIR""]",277413
504,vineeth.s,49928,INITIATED,"[""FOIR""]",476674
505,vineeth.s,49929,INITIATED,"[""FOIR""]",476756
506,vineeth.s,49930,INITIATED,"[""FOIR""]",160494
507,sumalatha.thadimari,49937,INITIATED,"[""FOIR""]",19263
508,vineeth.s,49941,INITIATED,"[""FOIR""]",477016
509,avijit.mohanty,49961,CREDIT_PENDING,"[""FOIR""]",475209
510,aparajita.bariyar,49962,INITIATED,"[""FOIR""]",475889
511,lakshmidevi.m,49963,INITIATED,"[""FOIR""]",477213
512,anurag.prateek,49967,CREDIT_PENDING,"[""FOIR""]",141626
513,vineeth.s,49968,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""MULTIPLE_DEFAULTS"", ""OVERDUES""]",207124
514,aparajita.bariyar,49973,INITIATED,"[""FOIR""]",476969
515,pranjusha.periyambra,49976,INITIATED,"[""MCA_NOT_FOUND""]",260806
516,pranjusha.periyambra,49977,INITIATED,"[""FOIR""]",265820
517,anurag.prateek,49986,CREDIT_PENDING,"[""FOIR""]",476484
518,pranjusha.periyambra,49987,INITIATED,"[""FOIR""]",477543
519,pranjusha.periyambra,49988,INITIATED,"[""FOIR""]",477545
520,pranjusha.periyambra,49989,INITIATED,"[""MCA_NOT_FOUND""]",271111
521,pranjusha.periyambra,49992,INITIATED,"[""MCA_NOT_FOUND""]",471311
522,chandrakala.nb,50013,CREDIT_PENDING,"[""FOIR""]",474689
523,chandrakala.nb,50021,CREDIT_PENDING,"[""FOIR""]",477902
524,vineeth.s,50023,INITIATED,"[""FOIR""]",477568
525,vineeth.s,50024,INITIATED,"[""FOIR""]",477439
526,aparajita.bariyar,50043,INITIATED,"[""FOIR""]",475362
527,pranjusha.periyambra,50044,INITIATED,"[""FOIR"", ""OVERDUES""]",471278
528,pranjusha.periyambra,50048,INITIATED,"[""FOIR""]",475488
529,siddharthan.l,50067,INITIATED,"[""PROPRIETORSHIP""]",459143
530,anurag.prateek,50083,CREDIT_PENDING,"[""FOIR""]",478192
531,vineeth.s,50086,INITIATED,"[""FOIR""]",474148
532,pranjusha.periyambra,50091,INITIATED,"[""MCA_NOT_FOUND""]",463810
533,sumalatha.thadimari,50102,INITIATED,"[""FOIR""]",155382
534,prashanth.eswaramoorti,50113,INITIATED,"[""FOIR""]",247430
535,vineeth.s,50116,INITIATED,"[""MCA_NOT_FOUND""]",203937
536,siddharthan.l,50117,INITIATED,"[""FOIR""]",125701
537,siddharthan.l,50121,INITIATED,"[""FOIR""]",461458
538,shreyas.r,50149,CREDIT_PENDING,"[""FOIR""]",478482
539,priyanka.jain,50154,INITIATED,"[""SALARY_MODE"", ""MCA_NOT_FOUND""]",308812
540,siddharthan.l,50238,INITIATED,"[""FOIR""]",479516
541,vineeth.s,50246,INITIATED,"[""MCA_NOT_FOUND""]",479569
542,priyanka.jain,50252,INITIATED,"[""FOIR""]",436388
543,lakshmidevi.m,50278,INITIATED,"[""FOIR""]",466225
544,lakshmidevi.m,50279,INITIATED,"[""FOIR""]",374679
545,lakshmidevi.m,50280,INITIATED,"[""FOIR""]",477449
546,preetham.shetty,50283,INITIATED,"[""FOIR""]",85379
547,lakshmidevi.m,50285,INITIATED,"[""FOIR""]",478823
548,lakshmidevi.m,50288,INITIATED,"[""MCA_NOT_FOUND""]",479352
549,priyanka.jain,50289,INITIATED,"[""FOIR""]",476101
550,shreyas.r,50291,CREDIT_PENDING,"[""MCA_NOT_FOUND""]",480361
551,aparajita.bariyar,50293,INITIATED,"[""FOIR""]",323285
552,siddharthan.l,50325,INITIATED,"[""FOIR""]",480824
553,siddharthan.l,50326,INITIATED,"[""FOIR""]",475060
554,siddharthan.l,50327,INITIATED,"[""FOIR""]",324867
555,vineeth.s,50328,INITIATED,"[""FOIR""]",86319
556,preetham.shetty,50329,INITIATED,"[""FOIR""]",480864
557,priyanka.jain,50332,INITIATED,"[""FOIR""]",479196
558,vineeth.s,50333,INITIATED,"[""MCA_NOT_FOUND""]",52286
559,vineeth.s,50334,INITIATED,"[""MCA_NOT_FOUND""]",94966
560,vineeth.s,50345,INITIATED,"[""MCA_NOT_FOUND""]",397418
561,aparajita.bariyar,50353,INITIATED,"[""FOIR""]",481190
562,aparajita.bariyar,50356,INITIATED,"[""FOIR""]",408794
563,preetham.shetty,50357,INITIATED,"[""FOIR""]",414621
564,lakshmidevi.m,50362,INITIATED,"[""MCA_NOT_FOUND""]",464233
565,lakshmidevi.m,50363,INITIATED,"[""MCA_NOT_FOUND""]",435663
566,lakshmidevi.m,50364,INITIATED,"[""FOIR""]",481234
567,lakshmidevi.m,50365,INITIATED,"[""MCA_NOT_FOUND""]",344102
568,siddharthan.l,50367,INITIATED,"[""FOIR""]",20035
569,priyanka.jain,50369,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",461713
570,prashanth.eswaramoorti,50373,INITIATED,"[""PROPRIETORSHIP""]",463085
571,lakshmidevi.m,50374,INITIATED,"[""MCA_NOT_FOUND""]",480691
572,lakshmidevi.m,50377,INITIATED,"[""LLP_AND_PARTNERSHIP""]",80617
573,lakshmidevi.m,50378,INITIATED,"[""FOIR""]",477866
574,lakshmidevi.m,50379,INITIATED,"[""MCA_NOT_FOUND""]",480996
575,lakshmidevi.m,50394,INITIATED,"[""MCA_NOT_FOUND""]",171248
576,preetham.shetty,50415,INITIATED,"[""FOIR""]",477617
577,prashanth.eswaramoorti,50416,INITIATED,"[""FOIR""]",304050
578,shreyas.r,50430,CREDIT_PENDING,"[""FOIR""]",244085
579,lakshmidevi.m,50444,INITIATED,"[""FOIR""]",18634
580,lakshmidevi.m,50449,INITIATED,"[""FOIR"", ""OVERDUES""]",396699
581,siddharthan.l,50450,INITIATED,"[""FOIR""]",482138
582,aparajita.bariyar,50461,INITIATED,"[""FOIR""]",184837
583,aparajita.bariyar,50466,INITIATED,"[""LLP_AND_PARTNERSHIP""]",464855
584,pranjusha.periyambra,50478,INITIATED,"[""MCA_NOT_FOUND""]",469120
585,sumalatha.thadimari,50501,INITIATED,"[""SALARY_MODE"", ""MCA_NOT_FOUND""]",441863
586,preetham.shetty,50516,INITIATED,"[""FOIR"", ""OVERDUES""]",10937
587,siddharthan.l,50518,INITIATED,"[""FOIR""]",462165
588,vineeth.s,50536,INITIATED,"[""FOIR"", ""SALARY_MIN""]",483291
589,vineeth.s,50539,INITIATED,"[""FOIR"", ""CIBIL_MIN""]",315878
590,vineeth.s,50546,INITIATED,"[""FOIR""]",482793
591,sumalatha.thadimari,50557,INITIATED,"[""FOIR""]",463345
592,pranjusha.periyambra,50558,INITIATED,"[""FOIR""]",482662
593,namra.ruknuddin,50571,CREDIT_PENDING,"[""FOIR""]",356518
594,aparajita.bariyar,50574,INITIATED,"[""FOIR""]",482264
595,lakshmidevi.m,50582,INITIATED,"[""FOIR""]",483714
596,lakshmidevi.m,50583,INITIATED,"[""FOIR"", ""OVERDUES"", ""CHEQUE_BOUNCES""]",483746
597,lakshmidevi.m,50585,INITIATED,"[""MCA_NOT_FOUND""]",460879
598,lakshmidevi.m,50587,INITIATED,"[""FOIR""]",14704
599,lakshmidevi.m,50588,INITIATED,"[""FOIR""]",81835
600,lakshmidevi.m,50589,INITIATED,"[""MCA_NOT_FOUND""]",477232
601,lakshmidevi.m,50594,INITIATED,"[""PROPRIETORSHIP""]",455118
602,prashanth.eswaramoorti,50598,INITIATED,"[""FOIR""]",296314
603,prashanth.eswaramoorti,50599,INITIATED,"[""FOIR""]",417708
604,preetham.shetty,50601,INITIATED,"[""FOIR""]",217081
605,preetham.shetty,50609,INITIATED,"[""FOIR""]",480931
606,preetham.shetty,50611,INITIATED,"[""FOIR""]",472384
607,pranjusha.periyambra,50616,INITIATED,"[""MCA_NOT_FOUND""]",481619
608,pranjusha.periyambra,50617,INITIATED,"[""MCA_NOT_FOUND""]",484105
609,pranjusha.periyambra,50623,INITIATED,"[""FOIR""]",480211
610,pranjusha.periyambra,50624,INITIATED,"[""FOIR""]",484043
611,siddharthan.l,50637,INITIATED,"[""FOIR""]",484384
612,vineeth.s,50648,INITIATED,"[""MCA_NOT_FOUND""]",387794
613,vineeth.s,50649,INITIATED,"[""MCA_NOT_FOUND""]",475994
614,pranjusha.periyambra,50650,INITIATED,"[""FOIR""]",480253
615,shreyas.r,50658,CREDIT_PENDING,"[""FOIR""]",481379
616,preetham.shetty,50670,,"[""FOIR""]",267459
617,preetham.shetty,50675,INITIATED,"[""FOIR""]",438193
618,avijit.mohanty,50683,CREDIT_PENDING,"[""FOIR""]",477000
619,sumalatha.thadimari,50684,INITIATED,"[""FOIR"", ""MCA_NOT_FOUND""]",381999
620,siddharthan.l,50686,INITIATED,"[""MCA_NOT_FOUND""]",483209
621,siddharthan.l,50687,INITIATED,"[""FOIR"", ""CIBIL_MIN""]",485060
622,sumalatha.thadimari,50689,INITIATED,"[""FOIR""]",482257
623,preetham.shetty,50693,INITIATED,"[""FOIR""]",482748
624,lakshmidevi.m,50703,INITIATED,"[""MCA_NOT_FOUND""]",454076
625,lakshmidevi.m,50704,INITIATED,"[""FOIR""]",484406
626,sumalatha.thadimari,50716,INITIATED,"[""PROPRIETORSHIP""]",478060
627,aparajita.bariyar,50717,INITIATED,"[""FOIR""]",436076
628,aparajita.bariyar,50722,INITIATED,"[""FOIR""]",50443
629,pranjusha.periyambra,50750,INITIATED,"[""MCA_NOT_FOUND""]",372406
630,pranjusha.periyambra,50751,INITIATED,"[""FOIR""]",478212
631,pranjusha.periyambra,50753,INITIATED,"[""MCA_NOT_FOUND""]",485668
632,pranjusha.periyambra,50754,INITIATED,"[""FOIR""]",124840
633,priyanka.jain,50755,INITIATED,"[""FOIR""]",485684
634,sumalatha.thadimari,50759,INITIATED,"[""FOIR""]",477762
635,thirunaukkarasu.v,50769,CREDIT_PENDING,"[""FOIR""]",353212
636,sumalatha.thadimari,50770,INITIATED,"[""FOIR""]",250123
637,sumalatha.thadimari,50771,INITIATED,"[""FOIR""]",94051
638,sumalatha.thadimari,50774,INITIATED,"[""FOIR""]",454672
639,sumalatha.thadimari,50776,INITIATED,"[""FOIR""]",445961
640,siddharthan.l,50785,INITIATED,"[""MCA_NOT_FOUND""]",486150
641,aparajita.bariyar,50800,INITIATED,"[""FOIR""]",84095
642,preetham.shetty,50832,INITIATED,"[""MCA_NOT_FOUND""]",123755
643,lakshmidevi.m,50837,INITIATED,"[""MCA_NOT_FOUND""]",484865
644,lakshmidevi.m,50838,INITIATED,"[""FOIR""]",348543
645,lakshmidevi.m,50844,INITIATED,"[""MCA_NOT_FOUND""]",229980
646,lakshmidevi.m,50847,INITIATED,"[""FOIR""]",486762
647,priyanka.jain,50858,INITIATED,"[""FOIR""]",486910
648,priyanka.jain,50860,INITIATED,"[""FOIR""]",486808
649,lakshmidevi.m,50861,INITIATED,"[""FOIR""]",207212
650,preetham.shetty,50864,INITIATED,"[""FOIR""]",486976
651,preetham.shetty,50868,INITIATED,"[""PROPRIETORSHIP""]",20793
652,preetham.shetty,50869,INITIATED,"[""FOIR""]",136703
653,preetham.shetty,50870,INITIATED,"[""FOIR""]",483232
654,preetham.shetty,50873,INITIATED,"[""FOIR""]",487112
655,preetham.shetty,50874,INITIATED,"[""FOIR""]",486396
656,lakshmidevi.m,50877,INITIATED,"[""FOIR""]",487087
657,preetham.shetty,50881,INITIATED,"[""MCA_NOT_FOUND""]",487198
658,aparajita.bariyar,50883,INITIATED,"[""PROPRIETORSHIP""]",384009
659,aparajita.bariyar,50888,INITIATED,"[""PROPRIETORSHIP""]",396445
660,preetham.shetty,50891,INITIATED,"[""FOIR""]",484257
661,sumalatha.thadimari,50894,INITIATED,"[""FOIR""]",285913
662,sumalatha.thadimari,50899,INITIATED,"[""FOIR""]",482521
663,sumalatha.thadimari,50901,INITIATED,"[""OVERDUES"", ""MCA_NOT_FOUND""]",487482
664,preetham.shetty,50903,INITIATED,"[""PROPRIETORSHIP""]",479945
665,sumalatha.thadimari,50905,INITIATED,"[""FOIR""]",434776
666,sumalatha.thadimari,50906,INITIATED,"[""FOIR""]",487496
667,siddharthan.l,50907,INITIATED,"[""FOIR""]",484215
668,sumalatha.thadimari,50911,INITIATED,"[""FOIR""]",487506
669,preetham.shetty,50945,INITIATED,"[""FOIR""]",488034
670,chandrakala.nb,50975,INITIATED,"[""MCA_NOT_FOUND""]",486203
671,chandrakala.nb,50976,INITIATED,"[""FOIR""]",181596
672,sumalatha.thadimari,50982,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",292426
673,sumalatha.thadimari,50987,INITIATED,"[""MCA_NOT_FOUND""]",152178
674,sumalatha.thadimari,50988,INITIATED,"[""FOIR""]",244125
675,sumalatha.thadimari,50991,INITIATED,"[""MCA_NOT_FOUND""]",467862
676,sumalatha.thadimari,50992,INITIATED,"[""FOIR"", ""OVERDUES""]",343620
677,sumalatha.thadimari,51004,INITIATED,"[""FOIR""]",486005
678,sumalatha.thadimari,51005,INITIATED,"[""FOIR""]",438201
679,sumalatha.thadimari,51006,INITIATED,"[""FOIR""]",486424
680,sumalatha.thadimari,51007,INITIATED,"[""FOIR""]",66983
681,vineeth.s,51017,INITIATED,"[""FOIR""]",488013
682,vineeth.s,51023,INITIATED,"[""FOIR""]",488978
683,thirunaukkarasu.v,51066,CREDIT_PENDING,"[""FOIR""]",286354
684,sumalatha.thadimari,51074,INITIATED,"[""SETTLEMENTS"", ""MCA_NOT_FOUND""]",487647
685,sumalatha.thadimari,51078,INITIATED,"[""FOIR""]",229746
686,sumalatha.thadimari,51079,INITIATED,"[""FOIR""]",439982
687,sumalatha.thadimari,51081,INITIATED,"[""FOIR""]",477665
688,sumalatha.thadimari,51083,INITIATED,"[""FOIR""]",489822
689,sumalatha.thadimari,51086,INITIATED,"[""FOIR""]",486951
690,sumalatha.thadimari,51088,INITIATED,"[""FOIR""]",482219
691,sumalatha.thadimari,51089,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",488755
692,sumalatha.thadimari,51096,INITIATED,"[""FOIR"", ""MCA_NOT_FOUND""]",489863
693,sumalatha.thadimari,51097,INITIATED,"[""FOIR""]",488563
694,sumalatha.thadimari,51098,INITIATED,"[""FOIR""]",471298
695,shreyas.r,51105,CREDIT_PENDING,"[""FOIR""]",489899
696,priyanka.jain,51106,INITIATED,"[""PARTNERSHIP"", ""MCA_NOT_FOUND""]",463905
697,priyanka.jain,51107,INITIATED,"[""MCA_NOT_FOUND""]",260359
698,sumalatha.thadimari,51148,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""OVERDUES""]",490808
699,prashanth.eswaramoorti,51164,INITIATED,"[""FOIR""]",490976
700,prashanth.eswaramoorti,51169,INITIATED,"[""FOIR""]",491070
701,lakshmidevi.m,51171,INITIATED,"[""FOIR"", ""OVERDUES""]",486152
702,lakshmidevi.m,51173,INITIATED,"[""MCA_NOT_FOUND""]",431197
703,lakshmidevi.m,51177,INITIATED,"[""FOIR""]",491032
704,sumalatha.thadimari,51183,INITIATED,"[""FOIR"", ""OVERDUES""]",490760
705,lakshmidevi.m,51187,INITIATED,"[""FOIR""]",491344
706,lakshmidevi.m,51208,INITIATED,"[""MCA_NOT_FOUND""]",82798
707,chandrakala.nb,51260,INITIATED,"[""FOIR""]",492884
708,chandrakala.nb,51263,INITIATED,"[""FOIR""]",483405
709,sumalatha.thadimari,51277,INITIATED,"[""FOIR"", ""MCA_NOT_FOUND""]",466498
710,sumalatha.thadimari,51278,INITIATED,"[""FOIR""]",492490
711,sumalatha.thadimari,51282,INITIATED,"[""SALARY_MIN"", ""MCA_NOT_FOUND""]",194066
712,aparajita.bariyar,51283,INITIATED,"[""FOIR""]",493073
713,sumalatha.thadimari,51285,INITIATED,"[""FOIR"", ""OCCUPATION""]",118322
714,sumalatha.thadimari,51299,INITIATED,"[""FOIR""]",479663
715,lakshmidevi.m,51306,INITIATED,"[""FOIR""]",411725
716,lakshmidevi.m,51307,INITIATED,"[""FOIR"", ""OVERDUES""]",493728
717,vineeth.s,51335,INITIATED,"[""FOIR""]",494522
718,prashanth.eswaramoorti,51380,INITIATED,"[""PROPRIETORSHIP""]",489932
719,priyanka.jain,51420,INITIATED,"[""LLP_AND_PARTNERSHIP""]",495403
720,preetham.shetty,51428,INITIATED,"[""LLP_AND_PARTNERSHIP""]",477779
721,sumalatha.thadimari,51429,INITIATED,"[""FOIR"", ""CHEQUE_BOUNCES""]",133335
722,preetham.shetty,51431,INITIATED,"[""FOIR""]",495270
723,preetham.shetty,51439,INITIATED,"[""FOIR""]",495492
724,preetham.shetty,51447,INITIATED,"[""FOIR""]",270524
725,preetham.shetty,51459,INITIATED,"[""LLP_AND_PARTNERSHIP""]",494388
726,preetham.shetty,51462,INITIATED,"[""FOIR""]",407151
727,preetham.shetty,51463,INITIATED,"[""FOIR""]",488202
728,lakshmidevi.m,51471,INITIATED,"[""FOIR""]",495333
729,sumalatha.thadimari,51481,INITIATED,"[""FOIR""]",365316
730,lakshmidevi.m,51495,INITIATED,"[""MCA_NOT_FOUND""]",493264
731,sumalatha.thadimari,51521,INITIATED,"[""FOIR"", ""CIBIL_MIN"", ""CHEQUE_BOUNCES""]",485364
732,siddharthan.l,51522,INITIATED,"[""PROPRIETORSHIP""]",495377
733,siddharthan.l,51524,INITIATED,"[""FOIR""]",214629
734,aparajita.bariyar,51525,INITIATED,"[""MCA_NOT_FOUND""]",490899
735,prashanth.eswaramoorti,51526,INITIATED,"[""FOIR""]",487781
736,sumalatha.thadimari,51529,INITIATED,"[""FOIR""]",493297
737,shreyas.r,51550,CREDIT_PENDING,"[""FOIR""]",449512
738,siddharthan.l,51552,INITIATED,"[""FOIR""]",92715
739,sumalatha.thadimari,51553,INITIATED,"[""FOIR""]",346263
740,preetham.shetty,51556,INITIATED,"[""LLP_AND_PARTNERSHIP""]",318365
741,priyanka.jain,51557,INITIATED,"[""FOIR"", ""OVERDUES""]",490986
